project,model,seed,fold,control_task,metric,value,no_context
probe_1_no_context,microsoft/deberta-v3-base,0,3,NONE,full test acc,0.5284678936004639,True
probe_1_no_context,microsoft/deberta-v3-base,1,2,NONE,full test f1,0.5081136226654053,True
probe_1_no_context,microsoft/deberta-v3-base,1,2,NONE,full test acc,0.5207639932632446,True
probe_1_no_context,microsoft/deberta-v3-base,3,0,NONE,full test f1,0.4572365880012512,True
probe_1_no_context,microsoft/deberta-v3-base,3,0,NONE,full test acc,0.5223703980445862,True
probe_1_no_context,microsoft/deberta-v3-base,3,3,NONE,full test f1,0.4895026385784149,True
probe_1_no_context,microsoft/deberta-v3-base,3,3,NONE,full test acc,0.5237270593643188,True
probe_1_no_context,microsoft/deberta-v3-base,0,1,NONE,full test f1,0.5201653838157654,True
probe_1_no_context,microsoft/deberta-v3-base,0,1,NONE,full test acc,0.5213338136672974,True
probe_1_no_context,microsoft/deberta-v3-base,4,0,NONE,full test f1,0.5167198181152344,True
probe_1_no_context,microsoft/deberta-v3-base,4,0,NONE,full test acc,0.5207749009132385,True
probe_1_no_context,microsoft/deberta-v3-base,2,3,NONE,full test f1,0.5184232592582703,True
probe_1_no_context,microsoft/deberta-v3-base,2,3,NONE,full test acc,0.5198522806167603,True
probe_1_no_context,microsoft/deberta-v3-base,4,1,NONE,full test f1,0.5134653449058533,True
probe_1_no_context,microsoft/deberta-v3-base,4,1,NONE,full test acc,0.5223594903945923,True
probe_1_no_context,microsoft/deberta-v3-base,3,2,NONE,full test f1,0.5148355960845947,True
probe_1_no_context,microsoft/deberta-v3-base,3,2,NONE,full test acc,0.516934871673584,True
probe_1_no_context,microsoft/deberta-v3-base,0,2,NONE,full test f1,0.4969030916690826,True
probe_1_no_context,microsoft/deberta-v3-base,0,2,NONE,full test acc,0.5218352675437927,True
probe_1_no_context,microsoft/deberta-v3-base,1,0,NONE,full test f1,0.440271258354187,True
probe_1_no_context,microsoft/deberta-v3-base,1,0,NONE,full test acc,0.5234643816947937,True
probe_1_no_context,microsoft/deberta-v3-base,3,1,NONE,full test f1,0.4667051434516907,True
probe_1_no_context,microsoft/deberta-v3-base,3,1,NONE,full test acc,0.5234535336494446,True
probe_1_no_context,microsoft/deberta-v3-base,1,3,NONE,full test f1,0.4515164196491241,True
probe_1_no_context,microsoft/deberta-v3-base,1,3,NONE,full test acc,0.5173223614692688,True
probe_1_no_context,microsoft/deberta-v3-base,2,2,NONE,full test f1,0.4898728132247925,True
probe_1_no_context,microsoft/deberta-v3-base,2,2,NONE,full test acc,0.5182340145111084,True
probe_1_no_context,microsoft/deberta-v3-base,0,0,NONE,full test f1,0.5206644535064697,True
probe_1_no_context,microsoft/deberta-v3-base,0,0,NONE,full test acc,0.5235327482223511,True
probe_1_no_context,microsoft/deberta-v3-base,1,1,NONE,full test f1,0.5128189325332642,True
probe_1_no_context,microsoft/deberta-v3-base,1,1,NONE,full test acc,0.520422101020813,True
probe_1_no_context,microsoft/deberta-v3-base,4,3,NONE,full test f1,0.5130018591880798,True
probe_1_no_context,microsoft/deberta-v3-base,4,3,NONE,full test acc,0.5146328210830688,True
probe_1_no_context,microsoft/deberta-v3-base,4,2,NONE,full test f1,0.5124318599700928,True
probe_1_no_context,microsoft/deberta-v3-base,4,2,NONE,full test acc,0.513424813747406,True
probe_1_no_context,microsoft/deberta-v3-base,2,0,NONE,full test f1,0.5179409980773926,True
probe_1_no_context,microsoft/deberta-v3-base,2,0,NONE,full test acc,0.5205698013305664,True
probe_1_no_context,microsoft/deberta-v3-base,2,1,NONE,full test f1,0.5192865133285522,True
probe_1_no_context,microsoft/deberta-v3-base,2,1,NONE,full test acc,0.5195332169532776,True
probe_1_no_context,facebook/bart-base,2,0,NONE,full test f1,0.4418120086193084,True
probe_1_no_context,facebook/bart-base,2,0,NONE,full test acc,0.5185413360595703,True
probe_1_no_context,facebook/bart-base,3,1,NONE,full test f1,0.5055664777755737,True
probe_1_no_context,facebook/bart-base,3,1,NONE,full test acc,0.5166841149330139,True
probe_1_no_context,facebook/bart-base,1,0,NONE,full test f1,0.4826963543891907,True
probe_1_no_context,facebook/bart-base,1,0,NONE,full test acc,0.521071195602417,True
probe_1_no_context,facebook/bart-base,4,2,NONE,full test f1,0.5134673118591309,True
probe_1_no_context,facebook/bart-base,4,2,NONE,full test acc,0.5134704113006592,True
probe_1_no_context,facebook/bart-base,0,3,NONE,full test f1,0.5096256732940674,True
probe_1_no_context,facebook/bart-base,0,3,NONE,full test acc,0.5218352675437927,True
probe_1_no_context,facebook/bart-base,1,1,NONE,full test f1,0.4903565645217895,True
probe_1_no_context,facebook/bart-base,1,1,NONE,full test acc,0.5172311663627625,True
probe_1_no_context,facebook/bart-base,4,0,NONE,full test f1,0.5124541521072388,True
probe_1_no_context,facebook/bart-base,4,0,NONE,full test acc,0.523715078830719,True
probe_1_no_context,facebook/bart-base,0,2,NONE,full test f1,0.5073332786560059,True
probe_1_no_context,facebook/bart-base,0,2,NONE,full test acc,0.5183708071708679,True
probe_1_no_context,facebook/bart-base,1,3,NONE,full test f1,0.4955556988716125,True
probe_1_no_context,facebook/bart-base,1,3,NONE,full test acc,0.5148835182189941,True
probe_1_no_context,facebook/bart-base,4,1,NONE,full test f1,0.4799917936325073,True
probe_1_no_context,facebook/bart-base,4,1,NONE,full test acc,0.5081141591072083,True
probe_1_no_context,facebook/bart-base,4,3,NONE,full test f1,0.5105279088020325,True
probe_1_no_context,facebook/bart-base,4,3,NONE,full test acc,0.5229520797729492,True
probe_1_no_context,facebook/bart-base,0,0,NONE,full test f1,0.5143318176269531,True
probe_1_no_context,facebook/bart-base,0,0,NONE,full test acc,0.5229629874229431,True
probe_1_no_context,facebook/bart-base,3,3,NONE,full test f1,0.4584606885910034,True
probe_1_no_context,facebook/bart-base,3,3,NONE,full test acc,0.5198751091957092,True
probe_1_no_context,facebook/bart-base,3,0,NONE,full test f1,0.4962506592273712,True
probe_1_no_context,facebook/bart-base,3,0,NONE,full test acc,0.5175840258598328,True
probe_1_no_context,facebook/bart-base,2,2,NONE,full test f1,0.516678512096405,True
probe_1_no_context,facebook/bart-base,2,2,NONE,full test acc,0.5251629948616028,True
probe_1_no_context,facebook/bart-base,2,1,NONE,full test f1,0.4184540510177612,True
probe_1_no_context,facebook/bart-base,2,1,NONE,full test acc,0.5170032382011414,True
probe_1_no_context,facebook/bart-base,2,3,NONE,full test f1,0.5078731179237366,True
probe_1_no_context,facebook/bart-base,2,3,NONE,full test acc,0.5238410234451294,True
probe_1_no_context,facebook/bart-base,3,2,NONE,full test f1,0.5142074823379517,True
probe_1_no_context,facebook/bart-base,3,2,NONE,full test acc,0.514427661895752,True
probe_1_no_context,facebook/bart-base,0,1,NONE,full test f1,0.5173429250717163,True
probe_1_no_context,facebook/bart-base,0,1,NONE,full test acc,0.5175274610519409,True
probe_1_no_context,facebook/bart-base,1,2,NONE,full test f1,0.5059559345245361,True
probe_1_no_context,facebook/bart-base,1,2,NONE,full test acc,0.523932158946991,True
probe_1_no_context,gpt2,0,1,NONE,full test f1,0.5173158645629883,True
probe_1_no_context,gpt2,0,1,NONE,full test acc,0.5196699500083923,True
probe_1_no_context,gpt2,1,2,NONE,full test f1,0.5133167505264282,True
probe_1_no_context,gpt2,1,2,NONE,full test acc,0.5158864259719849,True
probe_1_no_context,gpt2,3,1,NONE,full test f1,0.4913075566291809,True
probe_1_no_context,gpt2,3,1,NONE,full test acc,0.5232256054878235,True
probe_1_no_context,gpt2,4,3,NONE,full test f1,0.5178084969520569,True
probe_1_no_context,gpt2,4,3,NONE,full test acc,0.5203993320465088,True
probe_1_no_context,gpt2,0,0,NONE,full test f1,0.4677002131938934,True
probe_1_no_context,gpt2,0,0,NONE,full test acc,0.5223475694656372,True
probe_1_no_context,gpt2,1,3,NONE,full test f1,0.5179367065429688,True
probe_1_no_context,gpt2,1,3,NONE,full test acc,0.5207639932632446,True
probe_1_no_context,gpt2,3,2,NONE,full test f1,0.5136988759040833,True
probe_1_no_context,gpt2,3,2,NONE,full test acc,0.5175730586051941,True
probe_1_no_context,gpt2,3,0,NONE,full test f1,0.4626668393611908,True
probe_1_no_context,gpt2,3,0,NONE,full test acc,0.5246951580047607,True
probe_1_no_context,gpt2,4,0,NONE,full test f1,0.4998742341995239,True
probe_1_no_context,gpt2,4,0,NONE,full test acc,0.5194529891014099,True
probe_1_no_context,gpt2,0,3,NONE,full test f1,0.5006546974182129,True
probe_1_no_context,gpt2,0,3,NONE,full test acc,0.518598735332489,True
probe_1_no_context,gpt2,3,3,NONE,full test f1,0.5125075578689575,True
probe_1_no_context,gpt2,3,3,NONE,full test acc,0.5207183957099915,True
probe_1_no_context,gpt2,2,3,NONE,full test f1,0.5144922733306885,True
probe_1_no_context,gpt2,2,3,NONE,full test acc,0.5238865613937378,True
probe_1_no_context,gpt2,4,1,NONE,full test f1,0.5031777024269104,True
probe_1_no_context,gpt2,4,1,NONE,full test acc,0.5214933753013611,True
probe_1_no_context,gpt2,1,1,NONE,full test f1,0.506422221660614,True
probe_1_no_context,gpt2,1,1,NONE,full test acc,0.5203309655189514,True
probe_1_no_context,gpt2,2,0,NONE,full test f1,0.504401445388794,True
probe_1_no_context,gpt2,2,0,NONE,full test acc,0.5170598030090332,True
probe_1_no_context,gpt2,0,2,NONE,full test f1,0.510461688041687,True
probe_1_no_context,gpt2,0,2,NONE,full test acc,0.5215161442756653,True
probe_1_no_context,gpt2,1,0,NONE,full test f1,0.517314076423645,True
probe_1_no_context,gpt2,1,0,NONE,full test acc,0.5187236666679382,True
probe_1_no_context,gpt2,2,2,NONE,full test f1,0.4637160301208496,True
probe_1_no_context,gpt2,2,2,NONE,full test acc,0.5240005254745483,True
probe_1_no_context,gpt2,4,2,NONE,full test f1,0.5034321546554565,True
probe_1_no_context,gpt2,4,2,NONE,full test acc,0.5178693532943726,True
probe_1_no_context,gpt2,2,1,NONE,full test f1,0.5113484263420105,True
probe_1_no_context,gpt2,2,1,NONE,full test acc,0.5150430798530579,True
probe_1_no_context,albert-base-v2,0,2,NONE,full test f1,0.4962577819824219,True
probe_1_no_context,albert-base-v2,0,2,NONE,full test acc,0.524182915687561,True
probe_1_no_context,albert-base-v2,1,1,NONE,full test f1,0.49455326795578,True
probe_1_no_context,albert-base-v2,1,1,NONE,full test acc,0.520444929599762,True
probe_1_no_context,albert-base-v2,2,1,NONE,full test f1,0.5094299912452698,True
probe_1_no_context,albert-base-v2,2,1,NONE,full test acc,0.5125358700752258,True
probe_1_no_context,albert-base-v2,1,0,NONE,full test f1,0.4355435967445373,True
probe_1_no_context,albert-base-v2,1,0,NONE,full test acc,0.5213447213172913,True
probe_1_no_context,albert-base-v2,1,2,NONE,full test f1,0.5003531575202942,True
probe_1_no_context,albert-base-v2,1,2,NONE,full test acc,0.5240461230278015,True
probe_1_no_context,albert-base-v2,2,2,NONE,full test f1,0.5055583119392395,True
probe_1_no_context,albert-base-v2,2,2,NONE,full test acc,0.5235446691513062,True
probe_1_no_context,albert-base-v2,3,0,NONE,full test f1,0.4708862900733948,True
probe_1_no_context,albert-base-v2,3,0,NONE,full test acc,0.5151908993721008,True
probe_1_no_context,albert-base-v2,2,3,NONE,full test f1,0.5030131340026855,True
probe_1_no_context,albert-base-v2,2,3,NONE,full test acc,0.5232028365135193,True
probe_1_no_context,albert-base-v2,1,3,NONE,full test f1,0.5071231126785278,True
probe_1_no_context,albert-base-v2,1,3,NONE,full test acc,0.5071568489074707,True
probe_1_no_context,albert-base-v2,4,0,NONE,full test f1,0.4873754382133484,True
probe_1_no_context,albert-base-v2,4,0,NONE,full test acc,0.5226666927337646,True
probe_1_no_context,albert-base-v2,0,1,NONE,full test f1,0.4864695072174072,True
probe_1_no_context,albert-base-v2,0,1,NONE,full test acc,0.5222682952880859,True
probe_1_no_context,albert-base-v2,0,0,NONE,full test f1,0.5079561471939087,True
probe_1_no_context,albert-base-v2,0,0,NONE,full test acc,0.5214359164237976,True
probe_1_no_context,albert-base-v2,3,1,NONE,full test f1,0.4752110242843628,True
probe_1_no_context,albert-base-v2,3,1,NONE,full test acc,0.51857590675354,True
probe_1_no_context,albert-base-v2,4,2,NONE,full test f1,0.5017469525337219,True
probe_1_no_context,albert-base-v2,4,2,NONE,full test acc,0.5085244178771973,True
probe_1_no_context,albert-base-v2,3,2,NONE,full test f1,0.5128504633903503,True
probe_1_no_context,albert-base-v2,3,2,NONE,full test acc,0.5131968855857849,True
probe_1_no_context,albert-base-v2,4,3,NONE,full test f1,0.5048800706863403,True
probe_1_no_context,albert-base-v2,4,3,NONE,full test acc,0.5218352675437927,True
probe_1_no_context,albert-base-v2,3,3,NONE,full test f1,0.5036134719848633,True
probe_1_no_context,albert-base-v2,3,3,NONE,full test acc,0.5210375189781189,True
probe_1_no_context,albert-base-v2,0,3,NONE,full test f1,0.5032494068145752,True
probe_1_no_context,albert-base-v2,0,3,NONE,full test acc,0.5198067426681519,True
probe_1_no_context,albert-base-v2,2,0,NONE,full test f1,0.4935302436351776,True
probe_1_no_context,albert-base-v2,2,0,NONE,full test acc,0.5214586853981018,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test f1,0.5049914121627808,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test acc,0.5200802087783813,True
probe_1_no_context,bert-base-uncased,1,3,NONE,full test f1,0.5060219764709473,True
probe_1_no_context,bert-base-uncased,1,3,NONE,full test acc,0.5252541303634644,True
probe_1_no_context,bert-base-uncased,4,0,NONE,full test f1,0.5076799988746643,True
probe_1_no_context,bert-base-uncased,4,0,NONE,full test acc,0.5255156755447388,True
probe_1_no_context,bert-base-uncased,2,0,NONE,full test f1,0.5027892589569092,True
probe_1_no_context,bert-base-uncased,2,0,NONE,full test acc,0.5256068110466003,True
probe_1_no_context,bert-base-uncased,1,1,NONE,full test f1,0.514001727104187,True
probe_1_no_context,bert-base-uncased,1,1,NONE,full test acc,0.5175958275794983,True
probe_1_no_context,bert-base-uncased,3,0,NONE,full test f1,0.4900494217872619,True
probe_1_no_context,bert-base-uncased,3,0,NONE,full test acc,0.523737907409668,True
probe_1_no_context,bert-base-uncased,0,3,NONE,full test f1,0.4776211380958557,True
probe_1_no_context,bert-base-uncased,0,3,NONE,full test acc,0.5247982740402222,True
probe_1_no_context,bert-base-uncased,3,2,NONE,full test f1,0.4451481699943542,True
probe_1_no_context,bert-base-uncased,3,2,NONE,full test acc,0.5215161442756653,True
probe_1_no_context,bert-base-uncased,3,1,NONE,full test f1,0.441583514213562,True
probe_1_no_context,bert-base-uncased,3,1,NONE,full test acc,0.5213110446929932,True
probe_1_no_context,bert-base-uncased,1,0,NONE,full test f1,0.4397714138031006,True
probe_1_no_context,bert-base-uncased,1,0,NONE,full test acc,0.52330482006073,True
probe_1_no_context,bert-base-uncased,3,3,NONE,full test f1,0.4487115144729614,True
probe_1_no_context,bert-base-uncased,3,3,NONE,full test acc,0.5224506258964539,True
probe_1_no_context,bert-base-uncased,2,1,NONE,full test f1,0.5135311484336853,True
probe_1_no_context,bert-base-uncased,2,1,NONE,full test acc,0.520832359790802,True
probe_1_no_context,bert-base-uncased,4,3,NONE,full test f1,0.5008537173271179,True
probe_1_no_context,bert-base-uncased,4,3,NONE,full test acc,0.522906482219696,True
probe_1_no_context,bert-base-uncased,0,0,NONE,full test f1,0.4645991027355194,True
probe_1_no_context,bert-base-uncased,0,0,NONE,full test acc,0.5230997204780579,True
probe_1_no_context,bert-base-uncased,0,2,NONE,full test f1,0.4969004988670349,True
probe_1_no_context,bert-base-uncased,0,2,NONE,full test acc,0.5230888724327087,True
probe_1_no_context,bert-base-uncased,2,3,NONE,full test f1,0.4970675706863403,True
probe_1_no_context,bert-base-uncased,2,3,NONE,full test acc,0.525185763835907,True
probe_1_no_context,bert-base-uncased,1,2,NONE,full test f1,0.4936423301696777,True
probe_1_no_context,bert-base-uncased,1,2,NONE,full test acc,0.5267812609672546,True
probe_1_no_context,bert-base-uncased,2,2,NONE,full test f1,0.5057497620582581,True
probe_1_no_context,bert-base-uncased,2,2,NONE,full test acc,0.5257783532142639,True
probe_1_no_context,bert-base-uncased,4,1,NONE,full test f1,0.5200034379959106,True
probe_1_no_context,bert-base-uncased,4,1,NONE,full test acc,0.5201486349105835,True
probe_1_no_context,bert-base-uncased,4,2,NONE,full test f1,0.4365034699440002,True
probe_1_no_context,bert-base-uncased,4,2,NONE,full test acc,0.5206272602081299,True
probe_1_no_context,bert-base-uncased,0,1,NONE,full test f1,0.4712222814559936,True
probe_1_no_context,bert-base-uncased,0,1,NONE,full test acc,0.5224050879478455,True
probe_1_no_context,microsoft/deberta-v3-base,1,1,NONE,full test f1,0.5128392577171326,True
probe_1_no_context,microsoft/deberta-v3-base,1,1,NONE,full test acc,0.520444929599762,True
probe_1_no_context,microsoft/deberta-v3-base,4,0,NONE,full test f1,0.5166947841644287,True
probe_1_no_context,microsoft/deberta-v3-base,4,0,NONE,full test acc,0.5207521319389343,True
probe_1_no_context,microsoft/deberta-v3-base,1,2,NONE,full test f1,0.5080865621566772,True
probe_1_no_context,microsoft/deberta-v3-base,1,2,NONE,full test acc,0.5207412242889404,True
probe_1_no_context,facebook/bart-base,2,3,NONE,full test f1,0.507864773273468,True
probe_1_no_context,facebook/bart-base,0,0,NONE,full test f1,0.514352023601532,True
probe_1_no_context,facebook/bart-base,0,0,NONE,full test acc,0.5229857563972473,True
probe_1_no_context,facebook/bart-base,0,3,NONE,full test f1,0.509605884552002,True
probe_1_no_context,facebook/bart-base,0,3,NONE,full test acc,0.5218124389648438,True
probe_1_no_context,facebook/bart-base,4,0,NONE,full test f1,0.5124343633651733,True
probe_1_no_context,facebook/bart-base,4,0,NONE,full test acc,0.5236923098564148,True
probe_1_no_context,facebook/bart-base,1,3,NONE,full test f1,0.4955747425556183,True
probe_1_no_context,facebook/bart-base,1,3,NONE,full test acc,0.5149063467979431,True
probe_1_no_context,facebook/bart-base,2,2,NONE,full test f1,0.5166987776756287,True
probe_1_no_context,facebook/bart-base,2,2,NONE,full test acc,0.525185763835907,True
probe_1_no_context,facebook/bart-base,0,2,NONE,full test f1,0.5073599815368652,True
probe_1_no_context,facebook/bart-base,0,2,NONE,full test acc,0.5183935761451721,True
probe_1_no_context,gpt2,1,2,NONE,full test f1,0.5132954716682434,True
probe_1_no_context,gpt2,1,2,NONE,full test acc,0.5158635973930359,True
probe_1_no_context,gpt2,4,1,NONE,full test f1,0.5031968355178833,True
probe_1_no_context,gpt2,4,1,NONE,full test acc,0.5215161442756653,True
probe_1_no_context,gpt2,1,3,NONE,full test f1,0.5178942680358887,True
probe_1_no_context,gpt2,1,3,NONE,full test acc,0.5207183957099915,True
probe_1_no_context,gpt2,2,0,NONE,full test f1,0.504428505897522,True
probe_1_no_context,gpt2,2,0,NONE,full test acc,0.5170826315879822,True
probe_1_no_context,gpt2,2,2,NONE,full test f1,0.4636995792388916,True
probe_1_no_context,gpt2,2,2,NONE,full test acc,0.5239777565002441,True
probe_1_no_context,gpt2,3,1,NONE,full test f1,0.4913380742073059,True
probe_1_no_context,gpt2,3,1,NONE,full test acc,0.5232483744621277,True
probe_1_no_context,albert-base-v2,1,1,NONE,full test f1,0.4945827722549438,True
probe_1_no_context,albert-base-v2,1,1,NONE,full test acc,0.5204676985740662,True
probe_1_no_context,albert-base-v2,0,1,NONE,full test f1,0.4864382743835449,True
probe_1_no_context,albert-base-v2,0,1,NONE,full test acc,0.5222455263137817,True
probe_1_no_context,albert-base-v2,3,1,NONE,full test f1,0.4751936793327331,True
probe_1_no_context,albert-base-v2,3,1,NONE,full test acc,0.5185531377792358,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test f1,0.5050107836723328,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test acc,0.5201030373573303,True
probe_1_no_context,albert-base-v2,0,2,NONE,full test f1,0.4962393939495086,True
probe_1_no_context,albert-base-v2,0,2,NONE,full test acc,0.5241600871086121,True
probe_1_no_context,albert-base-v2,4,0,NONE,full test f1,0.4873933792114258,True
probe_1_no_context,albert-base-v2,4,0,NONE,full test acc,0.5226894617080688,True
probe_1_no_context,albert-base-v2,2,2,NONE,full test f1,0.5055302381515503,True
probe_1_no_context,albert-base-v2,2,2,NONE,full test acc,0.523521900177002,True
probe_1_no_context,albert-base-v2,2,0,NONE,full test f1,0.4935601353645324,True
probe_1_no_context,albert-base-v2,2,0,NONE,full test acc,0.521481454372406,True
probe_1_no_context,albert-base-v2,4,2,NONE,full test f1,0.5017211437225342,True
probe_1_no_context,albert-base-v2,4,2,NONE,full test acc,0.5085015892982483,True
probe_1_no_context,bert-base-uncased,0,0,NONE,full test f1,0.4646156430244446,True
probe_1_no_context,bert-base-uncased,0,0,NONE,full test acc,0.5231224894523621,True
probe_1_no_context,microsoft/deberta-v3-base,2,3,NONE,full test f1,0.5183992385864258,True
probe_1_no_context,microsoft/deberta-v3-base,2,3,NONE,full test acc,0.519829511642456,True
probe_1_no_context,microsoft/deberta-v3-base,0,2,NONE,full test f1,0.4968844950199127,True
probe_1_no_context,microsoft/deberta-v3-base,0,2,NONE,full test acc,0.5218124389648438,True
probe_1_no_context,facebook/bart-base,0,3,NONE,full test f1,0.509645402431488,True
probe_1_no_context,facebook/bart-base,0,3,NONE,full test acc,0.5218580365180969,True
probe_1_no_context,facebook/bart-base,1,1,NONE,full test f1,0.490326851606369,True
probe_1_no_context,facebook/bart-base,1,1,NONE,full test acc,0.5172083973884583,True
probe_1_no_context,gpt2,4,3,NONE,full test f1,0.5178331136703491,True
probe_1_no_context,gpt2,4,3,NONE,full test acc,0.520422101020813,True
probe_1_no_context,gpt2,1,1,NONE,full test f1,0.5064418315887451,True
probe_1_no_context,gpt2,1,1,NONE,full test acc,0.5203537344932556,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test f1,0.5049719214439392,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test acc,0.5200574398040771,True
probe_1_no_context,albert-base-v2,4,2,NONE,full test f1,0.5017727613449097,True
probe_1_no_context,albert-base-v2,4,2,NONE,full test acc,0.5085471868515015,True
probe_1_no_context,albert-base-v2,1,3,NONE,full test f1,0.507100522518158,True
probe_1_no_context,albert-base-v2,1,3,NONE,full test acc,0.5071340799331665,True
probe_1_no_context,microsoft/deberta-v3-base,0,1,NONE,full test f1,0.5201414823532104,True
probe_1_no_context,microsoft/deberta-v3-base,0,1,NONE,full test acc,0.5213110446929932,True
probe_1_no_context,microsoft/deberta-v3-base,4,1,NONE,full test f1,0.5134855508804321,True
probe_1_no_context,microsoft/deberta-v3-base,4,1,NONE,full test acc,0.5223822593688965,True
probe_1_no_context,microsoft/deberta-v3-base,1,0,NONE,full test f1,0.4402329325675964,True
probe_1_no_context,microsoft/deberta-v3-base,1,0,NONE,full test acc,0.5234416127204895,True
probe_1_no_context,microsoft/deberta-v3-base,2,0,NONE,full test f1,0.5179197192192078,True
probe_1_no_context,microsoft/deberta-v3-base,2,0,NONE,full test acc,0.5205470323562622,True
probe_1_no_context,facebook/bart-base,2,2,NONE,full test f1,0.5167189836502075,True
probe_1_no_context,facebook/bart-base,2,2,NONE,full test acc,0.5252085328102112,True
probe_1_no_context,facebook/bart-base,3,0,NONE,full test f1,0.496269553899765,True
probe_1_no_context,facebook/bart-base,3,0,NONE,full test acc,0.5176068544387817,True
probe_1_no_context,facebook/bart-base,3,2,NONE,full test f1,0.5142308473587036,True
probe_1_no_context,facebook/bart-base,3,2,NONE,full test acc,0.5144504904747009,True
probe_1_no_context,gpt2,1,3,NONE,full test f1,0.5179154872894287,True
probe_1_no_context,gpt2,1,3,NONE,full test acc,0.5207412242889404,True
probe_1_no_context,albert-base-v2,0,0,NONE,full test f1,0.5079288482666016,True
probe_1_no_context,albert-base-v2,0,0,NONE,full test acc,0.5214130878448486,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test f1,0.5049833059310913,True
probe_1_no_context,albert-base-v2,3,1,NONE,full test f1,0.4752283692359924,True
probe_1_no_context,albert-base-v2,3,1,NONE,full test acc,0.518598735332489,True
probe_1_no_context,bert-base-uncased,3,0,NONE,full test f1,0.4900186359882355,True
probe_1_no_context,bert-base-uncased,3,0,NONE,full test acc,0.523715078830719,True
probe_1_no_context,microsoft/deberta-v3-base,1,1,NONE,full test f1,0.5128132700920105,True
probe_1_no_context,microsoft/deberta-v3-base,2,2,NONE,full test f1,0.4898544549942016,True
probe_1_no_context,microsoft/deberta-v3-base,2,2,NONE,full test acc,0.5182112455368042,True
probe_1_no_context,facebook/bart-base,0,2,NONE,full test f1,0.5073531270027161,True
probe_1_no_context,albert-base-v2,4,1,NONE,full test f1,0.5049638152122498,True
probe_1_no_context,bert-base-uncased,0,3,NONE,full test f1,0.4776039719581604,True
probe_1_no_context,bert-base-uncased,0,3,NONE,full test acc,0.524775505065918,True
probe_2_no_context,microsoft/deberta-v3-base,3,2,NONE,full test f1,0.6323091983795166,True
probe_2_no_context,microsoft/deberta-v3-base,3,2,NONE,full test acc,0.6336399912834167,True
probe_2_no_context,microsoft/deberta-v3-base,0,3,NONE,full test f1,0.6293433904647827,True
probe_2_no_context,microsoft/deberta-v3-base,0,3,NONE,full test acc,0.6313599944114685,True
probe_2_no_context,microsoft/deberta-v3-base,2,3,NONE,full test f1,0.629239559173584,True
probe_2_no_context,microsoft/deberta-v3-base,2,3,NONE,full test acc,0.6309599876403809,True
probe_2_no_context,microsoft/deberta-v3-base,1,0,NONE,full test f1,0.6277366876602173,True
probe_2_no_context,microsoft/deberta-v3-base,1,0,NONE,full test acc,0.6304200291633606,True
probe_2_no_context,microsoft/deberta-v3-base,1,3,NONE,full test f1,0.6293916702270508,True
probe_2_no_context,microsoft/deberta-v3-base,1,3,NONE,full test acc,0.6306800246238708,True
probe_2_no_context,microsoft/deberta-v3-base,4,2,NONE,full test f1,0.6312738656997681,True
probe_2_no_context,microsoft/deberta-v3-base,4,2,NONE,full test acc,0.6334999799728394,True
probe_2_no_context,microsoft/deberta-v3-base,4,0,NONE,full test f1,0.6259951591491699,True
probe_2_no_context,microsoft/deberta-v3-base,4,0,NONE,full test acc,0.6287999749183655,True
probe_2_no_context,microsoft/deberta-v3-base,2,2,NONE,full test f1,0.6303732395172119,True
probe_2_no_context,microsoft/deberta-v3-base,2,2,NONE,full test acc,0.6327199935913086,True
probe_2_no_context,microsoft/deberta-v3-base,3,1,NONE,full test f1,0.627581000328064,True
probe_2_no_context,microsoft/deberta-v3-base,3,1,NONE,full test acc,0.6307399868965149,True
probe_2_no_context,microsoft/deberta-v3-base,1,2,NONE,full test f1,0.631341814994812,True
probe_2_no_context,microsoft/deberta-v3-base,1,2,NONE,full test acc,0.6337000131607056,True
probe_2_no_context,microsoft/deberta-v3-base,1,1,NONE,full test f1,0.6313580274581909,True
probe_2_no_context,microsoft/deberta-v3-base,1,1,NONE,full test acc,0.6337599754333496,True
probe_2_no_context,microsoft/deberta-v3-base,0,0,NONE,full test f1,0.627853512763977,True
probe_2_no_context,microsoft/deberta-v3-base,0,0,NONE,full test acc,0.6301199793815613,True
probe_2_no_context,microsoft/deberta-v3-base,2,0,NONE,full test f1,0.6255248785018921,True
probe_2_no_context,microsoft/deberta-v3-base,2,0,NONE,full test acc,0.6276000142097473,True
probe_2_no_context,microsoft/deberta-v3-base,3,0,NONE,full test f1,0.62650465965271,True
probe_2_no_context,microsoft/deberta-v3-base,3,0,NONE,full test acc,0.630079984664917,True
probe_2_no_context,microsoft/deberta-v3-base,3,3,NONE,full test f1,0.6285867691040039,True
probe_2_no_context,microsoft/deberta-v3-base,3,3,NONE,full test acc,0.6312000155448914,True
probe_2_no_context,microsoft/deberta-v3-base,4,1,NONE,full test f1,0.631070613861084,True
probe_2_no_context,microsoft/deberta-v3-base,4,1,NONE,full test acc,0.633840024471283,True
