project,model,seed,fold,control_task,metric,value
3_reactiveness,bert-base-uncased,1,2,PERMUTATION,full test acc,0.6439671516418457
3_reactiveness,bert-base-uncased,3,3,PERMUTATION,full test f1,0.3381653428077698
3_reactiveness,bert-base-uncased,3,3,PERMUTATION,full test acc,0.6388258337974548
3_reactiveness,bert-base-uncased,2,2,PERMUTATION,full test f1,0.3477505445480346
3_reactiveness,bert-base-uncased,2,2,PERMUTATION,full test acc,0.6456332802772522
3_reactiveness,bert-base-uncased,3,1,PERMUTATION,full test f1,0.3404265344142914
3_reactiveness,bert-base-uncased,3,1,PERMUTATION,full test acc,0.6393468976020813
3_reactiveness,bert-base-uncased,0,1,PERMUTATION,full test f1,0.3446911573410034
3_reactiveness,bert-base-uncased,0,1,PERMUTATION,full test acc,0.6400300860404968
3_reactiveness,bert-base-uncased,2,1,PERMUTATION,full test f1,0.3381239771842956
3_reactiveness,bert-base-uncased,2,1,PERMUTATION,full test acc,0.6392329931259155
3_reactiveness,bert-base-uncased,2,0,PERMUTATION,full test f1,0.3442534506320953
3_reactiveness,bert-base-uncased,2,0,PERMUTATION,full test acc,0.6445155143737793
3_reactiveness,bert-base-uncased,1,1,PERMUTATION,full test f1,0.3418532907962799
3_reactiveness,bert-base-uncased,1,1,PERMUTATION,full test acc,0.6392785310745239
3_reactiveness,bert-base-uncased,3,2,PERMUTATION,full test f1,0.3459896743297577
3_reactiveness,bert-base-uncased,3,2,PERMUTATION,full test acc,0.6450880169868469
3_reactiveness,bert-base-uncased,4,0,PERMUTATION,full test f1,0.3378958702087402
3_reactiveness,bert-base-uncased,4,0,PERMUTATION,full test acc,0.6444299817085266
3_reactiveness,bert-base-uncased,1,0,PERMUTATION,full test f1,0.3397993147373199
3_reactiveness,bert-base-uncased,1,0,PERMUTATION,full test acc,0.6442247033119202
3_reactiveness,bert-base-uncased,0,0,PERMUTATION,full test f1,0.3379310965538025
3_reactiveness,bert-base-uncased,0,0,PERMUTATION,full test acc,0.6444128751754761
3_reactiveness,bert-base-uncased,3,0,PERMUTATION,full test f1,0.3430503010749817
3_reactiveness,bert-base-uncased,3,0,PERMUTATION,full test acc,0.6442247033119202
3_reactiveness,bert-base-uncased,4,1,PERMUTATION,full test f1,0.3394961655139923
3_reactiveness,bert-base-uncased,4,1,PERMUTATION,full test acc,0.6402122378349304
3_reactiveness,bert-base-uncased,0,2,PERMUTATION,full test f1,0.3531335294246673
3_reactiveness,bert-base-uncased,0,2,PERMUTATION,full test acc,0.6447547674179077
3_reactiveness,microsoft/deberta-v3-base,0,2,NONE,full test f1,0.3683961629867553
3_reactiveness,microsoft/deberta-v3-base,0,2,NONE,full test acc,0.6575384140014648
3_reactiveness,microsoft/deberta-v3-base,1,1,NONE,full test f1,0.3686251640319824
3_reactiveness,microsoft/deberta-v3-base,1,1,NONE,full test acc,0.6525778770446777
3_reactiveness,microsoft/deberta-v3-base,2,0,NONE,full test f1,0.3662600815296173
3_reactiveness,microsoft/deberta-v3-base,2,0,NONE,full test acc,0.6571252346038818
3_reactiveness,microsoft/deberta-v3-base,4,2,NONE,full test f1,0.3677633702754974
3_reactiveness,microsoft/deberta-v3-base,4,2,NONE,full test acc,0.6579625010490417
3_reactiveness,microsoft/deberta-v3-base,3,3,NONE,full test f1,0.36199751496315
3_reactiveness,microsoft/deberta-v3-base,3,3,NONE,full test acc,0.6498540639877319
3_reactiveness,microsoft/deberta-v3-base,3,0,NONE,full test f1,0.365207701921463
3_reactiveness,microsoft/deberta-v3-base,3,0,NONE,full test acc,0.6575359106063843
3_reactiveness,microsoft/deberta-v3-base,3,2,NONE,full test f1,0.3697453737258911
3_reactiveness,microsoft/deberta-v3-base,3,2,NONE,full test acc,0.6580836772918701
3_reactiveness,microsoft/deberta-v3-base,4,3,NONE,full test f1,0.3615031242370605
3_reactiveness,microsoft/deberta-v3-base,4,3,NONE,full test acc,0.6500973105430603
3_reactiveness,microsoft/deberta-v3-base,1,3,NONE,full test f1,0.3580089509487152
3_reactiveness,microsoft/deberta-v3-base,1,3,NONE,full test acc,0.6488404273986816
3_reactiveness,microsoft/deberta-v3-base,0,1,NONE,full test f1,0.3673655390739441
3_reactiveness,microsoft/deberta-v3-base,0,1,NONE,full test acc,0.6522135138511658
3_reactiveness,microsoft/deberta-v3-base,4,0,NONE,full test f1,0.3647052943706512
3_reactiveness,microsoft/deberta-v3-base,4,0,NONE,full test acc,0.6569028496742249
3_reactiveness,microsoft/deberta-v3-base,2,2,NONE,full test f1,0.3665307164192199
3_reactiveness,microsoft/deberta-v3-base,2,2,NONE,full test acc,0.6580230593681335
3_reactiveness,microsoft/deberta-v3-base,2,1,NONE,full test f1,0.3650647401809692
3_reactiveness,microsoft/deberta-v3-base,2,1,NONE,full test acc,0.6523957252502441
3_reactiveness,microsoft/deberta-v3-base,1,0,NONE,full test f1,0.3636596798896789
3_reactiveness,microsoft/deberta-v3-base,1,0,NONE,full test acc,0.6569541692733765
3_reactiveness,microsoft/deberta-v3-base,4,1,NONE,full test f1,0.3658075928688049
3_reactiveness,microsoft/deberta-v3-base,4,1,NONE,full test acc,0.6531244516372681
3_reactiveness,microsoft/deberta-v3-base,0,3,NONE,full test f1,0.359341561794281
3_reactiveness,microsoft/deberta-v3-base,0,3,NONE,full test acc,0.6501378417015076
3_reactiveness,microsoft/deberta-v3-base,3,1,NONE,full test f1,0.3689275085926056
3_reactiveness,microsoft/deberta-v3-base,3,1,NONE,full test acc,0.6528967022895813
3_reactiveness,microsoft/deberta-v3-base,0,0,NONE,full test f1,0.3630388677120209
3_reactiveness,microsoft/deberta-v3-base,0,0,NONE,full test acc,0.6574503183364868
3_reactiveness,microsoft/deberta-v3-base,2,3,NONE,full test f1,0.3635732531547546
3_reactiveness,microsoft/deberta-v3-base,2,3,NONE,full test acc,0.6497729420661926
3_reactiveness,microsoft/deberta-v3-base,1,2,NONE,full test f1,0.3729952871799469
3_reactiveness,microsoft/deberta-v3-base,1,2,NONE,full test acc,0.6575989723205566
3_reactiveness,facebook/bart-base,1,1,NONE,full test f1,0.3640051484107971
3_reactiveness,facebook/bart-base,1,1,NONE,full test acc,0.6504600048065186
3_reactiveness,facebook/bart-base,4,2,NONE,full test f1,0.3670354783535003
3_reactiveness,facebook/bart-base,4,2,NONE,full test acc,0.6556905508041382
3_reactiveness,facebook/bart-base,0,1,NONE,full test f1,0.3657529056072235
3_reactiveness,facebook/bart-base,0,1,NONE,full test acc,0.6518491506576538
3_reactiveness,facebook/bart-base,4,1,NONE,full test f1,0.3616068959236145
3_reactiveness,facebook/bart-base,4,1,NONE,full test acc,0.6492986083030701
3_reactiveness,facebook/bart-base,1,3,NONE,full test f1,0.3591636121273041
3_reactiveness,facebook/bart-base,1,3,NONE,full test acc,0.6464887857437134
3_reactiveness,facebook/bart-base,3,0,NONE,full test f1,0.3612183928489685
3_reactiveness,facebook/bart-base,3,0,NONE,full test acc,0.6531045436859131
3_reactiveness,facebook/bart-base,2,3,NONE,full test f1,0.3561704754829407
3_reactiveness,facebook/bart-base,2,3,NONE,full test acc,0.6452319025993347
3_reactiveness,facebook/bart-base,2,0,NONE,full test f1,0.3578279018402099
3_reactiveness,facebook/bart-base,2,0,NONE,full test acc,0.6520950794219971
3_reactiveness,facebook/bart-base,4,3,NONE,full test f1,0.3632310628890991
3_reactiveness,facebook/bart-base,4,3,NONE,full test acc,0.6451508402824402
3_reactiveness,facebook/bart-base,2,2,NONE,full test f1,0.3676854968070984
3_reactiveness,facebook/bart-base,2,2,NONE,full test acc,0.6552967429161072
3_reactiveness,facebook/bart-base,0,3,NONE,full test f1,0.3610076904296875
3_reactiveness,facebook/bart-base,0,3,NONE,full test acc,0.6455968022346497
3_reactiveness,facebook/bart-base,3,1,NONE,full test f1,0.3650636672973633
3_reactiveness,facebook/bart-base,3,1,NONE,full test acc,0.6515758633613586
3_reactiveness,facebook/bart-base,3,2,NONE,full test f1,0.3702227473258972
3_reactiveness,facebook/bart-base,3,2,NONE,full test acc,0.6562358140945435
3_reactiveness,facebook/bart-base,3,3,NONE,full test f1,0.3575058579444885
3_reactiveness,facebook/bart-base,3,3,NONE,full test acc,0.6468942761421204
3_reactiveness,facebook/bart-base,1,0,NONE,full test f1,0.359750896692276
3_reactiveness,facebook/bart-base,1,0,NONE,full test acc,0.6529163122177124
3_reactiveness,facebook/bart-base,0,0,NONE,full test f1,0.3622227013111114
3_reactiveness,facebook/bart-base,0,0,NONE,full test acc,0.6525228023529053
3_reactiveness,facebook/bart-base,2,1,NONE,full test f1,0.3636686503887176
3_reactiveness,facebook/bart-base,2,1,NONE,full test acc,0.6514847874641418
3_reactiveness,facebook/bart-base,0,2,NONE,full test f1,0.3708870708942413
3_reactiveness,facebook/bart-base,0,2,NONE,full test acc,0.654175877571106
3_reactiveness,facebook/bart-base,1,2,NONE,full test f1,0.3655300140380859
3_reactiveness,facebook/bart-base,1,2,NONE,full test acc,0.6554784774780273
3_reactiveness,facebook/bart-base,4,0,NONE,full test f1,0.3576598763465881
3_reactiveness,facebook/bart-base,4,0,NONE,full test acc,0.652420163154602
3_reactiveness,gpt2,2,3,NONE,full test f1,0.3519110977649688
3_reactiveness,gpt2,2,3,NONE,full test acc,0.6413396000862122
3_reactiveness,gpt2,4,3,NONE,full test f1,0.345330536365509
3_reactiveness,gpt2,4,3,NONE,full test acc,0.6412179470062256
3_reactiveness,gpt2,3,2,NONE,full test f1,0.3557956218719482
3_reactiveness,gpt2,3,2,NONE,full test acc,0.6497530937194824
3_reactiveness,gpt2,4,2,NONE,full test f1,0.3609865307807922
3_reactiveness,gpt2,4,2,NONE,full test acc,0.6499651670455933
3_reactiveness,gpt2,3,3,NONE,full test f1,0.3454219698905945
3_reactiveness,gpt2,3,3,NONE,full test acc,0.6407314538955688
3_reactiveness,gpt2,4,1,NONE,full test f1,0.3571510314941406
3_reactiveness,gpt2,4,1,NONE,full test acc,0.6451311707496643
3_reactiveness,gpt2,1,3,NONE,full test f1,0.3492538034915924
3_reactiveness,gpt2,1,3,NONE,full test acc,0.64093416929245
3_reactiveness,gpt2,3,1,NONE,full test f1,0.3509950041770935
3_reactiveness,gpt2,3,1,NONE,full test acc,0.646087646484375
3_reactiveness,gpt2,1,2,NONE,full test f1,0.3604747653007507
3_reactiveness,gpt2,1,2,NONE,full test acc,0.6501469016075134
3_reactiveness,gpt2,1,0,NONE,full test f1,0.3492557406425476
3_reactiveness,gpt2,1,0,NONE,full test acc,0.6494088768959045
3_reactiveness,gpt2,0,0,NONE,full test f1,0.3502886295318603
3_reactiveness,gpt2,0,0,NONE,full test acc,0.6500590443611145
3_reactiveness,gpt2,0,3,NONE,full test f1,0.3558811545372009
3_reactiveness,gpt2,0,3,NONE,full test acc,0.641501784324646
3_reactiveness,gpt2,2,2,NONE,full test f1,0.3533968925476074
3_reactiveness,gpt2,2,2,NONE,full test acc,0.6489958167076111
3_reactiveness,gpt2,3,0,NONE,full test f1,0.3507010638713836
3_reactiveness,gpt2,3,0,NONE,full test acc,0.6503328084945679
3_reactiveness,gpt2,2,0,NONE,full test f1,0.3526538610458374
3_reactiveness,gpt2,2,0,NONE,full test acc,0.6499906182289124
3_reactiveness,gpt2,2,1,NONE,full test f1,0.3586516976356506
3_reactiveness,gpt2,2,1,NONE,full test acc,0.6462470293045044
3_reactiveness,gpt2,4,0,NONE,full test f1,0.3512472510337829
3_reactiveness,gpt2,4,0,NONE,full test acc,0.6499906182289124
3_reactiveness,gpt2,0,2,NONE,full test f1,0.3622536659240722
3_reactiveness,gpt2,0,2,NONE,full test acc,0.6471478939056396
3_reactiveness,gpt2,1,1,NONE,full test f1,0.3497153520584106
3_reactiveness,gpt2,1,1,NONE,full test acc,0.6457915902137756
3_reactiveness,gpt2,0,1,NONE,full test f1,0.3585430383682251
3_reactiveness,gpt2,0,1,NONE,full test acc,0.6462470293045044
3_reactiveness,albert-base-v2,0,3,NONE,full test f1,0.3563747406005859
3_reactiveness,albert-base-v2,0,3,NONE,full test acc,0.6426776051521301
3_reactiveness,albert-base-v2,0,2,NONE,full test f1,0.3558729887008667
3_reactiveness,albert-base-v2,0,2,NONE,full test acc,0.6483596563339233
3_reactiveness,albert-base-v2,3,3,NONE,full test f1,0.3519084751605987
3_reactiveness,albert-base-v2,3,3,NONE,full test acc,0.6445021033287048
3_reactiveness,albert-base-v2,4,0,NONE,full test f1,0.3584400117397308
3_reactiveness,albert-base-v2,4,0,NONE,full test acc,0.6512566804885864
3_reactiveness,albert-base-v2,2,1,NONE,full test f1,0.3544348478317261
3_reactiveness,albert-base-v2,2,1,NONE,full test acc,0.644584596157074
3_reactiveness,albert-base-v2,1,3,NONE,full test f1,0.3528961837291717
3_reactiveness,albert-base-v2,1,3,NONE,full test acc,0.642839789390564
3_reactiveness,albert-base-v2,4,3,NONE,full test f1,0.3538018763065338
3_reactiveness,albert-base-v2,4,3,NONE,full test acc,0.6426776051521301
3_reactiveness,albert-base-v2,1,1,NONE,full test f1,0.3511461615562439
3_reactiveness,albert-base-v2,1,1,NONE,full test acc,0.6444252133369446
3_reactiveness,albert-base-v2,1,2,NONE,full test f1,0.3560811877250671
3_reactiveness,albert-base-v2,1,2,NONE,full test acc,0.6482990384101868
3_reactiveness,albert-base-v2,2,2,NONE,full test f1,0.3511210680007934
3_reactiveness,albert-base-v2,2,2,NONE,full test acc,0.6476932168006897
3_reactiveness,albert-base-v2,3,2,NONE,full test f1,0.355345219373703
3_reactiveness,albert-base-v2,3,2,NONE,full test acc,0.6476023197174072
3_reactiveness,albert-base-v2,4,2,NONE,full test f1,0.3612042367458343
3_reactiveness,albert-base-v2,4,2,NONE,full test acc,0.6485413908958435
3_reactiveness,albert-base-v2,3,0,NONE,full test f1,0.3546582460403442
3_reactiveness,albert-base-v2,3,0,NONE,full test acc,0.6515646576881409
3_reactiveness,albert-base-v2,2,3,NONE,full test f1,0.354594349861145
3_reactiveness,albert-base-v2,2,3,NONE,full test acc,0.642839789390564
3_reactiveness,albert-base-v2,4,1,NONE,full test f1,0.3537869453430176
3_reactiveness,albert-base-v2,4,1,NONE,full test acc,0.6452905535697937
3_reactiveness,albert-base-v2,1,0,NONE,full test f1,0.3515999913215637
3_reactiveness,albert-base-v2,1,0,NONE,full test acc,0.6516159772872925
3_reactiveness,albert-base-v2,3,1,NONE,full test f1,0.3507936894893646
3_reactiveness,albert-base-v2,3,1,NONE,full test acc,0.6432638168334961
3_reactiveness,albert-base-v2,0,0,NONE,full test f1,0.3621821105480194
3_reactiveness,albert-base-v2,0,0,NONE,full test acc,0.6510000228881836
3_reactiveness,albert-base-v2,2,0,NONE,full test f1,0.3544393479824066
3_reactiveness,albert-base-v2,2,0,NONE,full test acc,0.6515817642211914
3_reactiveness,albert-base-v2,0,1,NONE,full test f1,0.3537993133068084
3_reactiveness,albert-base-v2,0,1,NONE,full test acc,0.6455410718917847
3_reactiveness,bert-base-uncased,0,2,NONE,full test f1,0.3582947850227356
3_reactiveness,bert-base-uncased,0,2,NONE,full test acc,0.650995135307312
3_reactiveness,bert-base-uncased,3,2,NONE,full test f1,0.3581114709377289
3_reactiveness,bert-base-uncased,3,2,NONE,full test acc,0.6506316065788269
3_reactiveness,bert-base-uncased,4,1,NONE,full test f1,0.3560496568679809
3_reactiveness,bert-base-uncased,4,1,NONE,full test acc,0.6474995613098145
3_reactiveness,bert-base-uncased,0,0,NONE,full test f1,0.3544327020645141
3_reactiveness,bert-base-uncased,0,0,NONE,full test acc,0.649939239025116
3_reactiveness,bert-base-uncased,2,2,NONE,full test f1,0.3640659153461456
3_reactiveness,bert-base-uncased,2,2,NONE,full test acc,0.6511768698692322
3_reactiveness,bert-base-uncased,4,0,NONE,full test f1,0.3549171090126037
3_reactiveness,bert-base-uncased,4,0,NONE,full test acc,0.6501445770263672
3_reactiveness,bert-base-uncased,0,3,NONE,full test f1,0.3598930239677429
3_reactiveness,bert-base-uncased,0,3,NONE,full test acc,0.6440966725349426
3_reactiveness,bert-base-uncased,2,3,NONE,full test f1,0.3589280843734741
3_reactiveness,bert-base-uncased,2,3,NONE,full test acc,0.6452319025993347
3_reactiveness,bert-base-uncased,4,2,NONE,full test f1,0.3613694906234741
3_reactiveness,bert-base-uncased,4,2,NONE,full test acc,0.6510556936264038
3_reactiveness,bert-base-uncased,2,0,NONE,full test f1,0.3546143472194671
3_reactiveness,bert-base-uncased,2,0,NONE,full test acc,0.6496826410293579
3_reactiveness,bert-base-uncased,3,1,NONE,full test f1,0.3563486933708191
3_reactiveness,bert-base-uncased,3,1,NONE,full test acc,0.6477500200271606
3_reactiveness,bert-base-uncased,3,0,NONE,full test f1,0.3516881465911865
3_reactiveness,bert-base-uncased,3,0,NONE,full test acc,0.6494944095611572
3_reactiveness,bert-base-uncased,3,3,NONE,full test f1,0.3593363761901855
3_reactiveness,bert-base-uncased,3,3,NONE,full test acc,0.6456373929977417
3_reactiveness,bert-base-uncased,1,2,NONE,full test f1,0.3581884801387787
3_reactiveness,bert-base-uncased,1,2,NONE,full test acc,0.6515403985977173
3_reactiveness,bert-base-uncased,1,3,NONE,full test f1,0.3594312071800232
3_reactiveness,bert-base-uncased,1,3,NONE,full test acc,0.6453940868377686
3_reactiveness,bert-base-uncased,4,3,NONE,full test f1,0.3571556210517883
3_reactiveness,bert-base-uncased,4,3,NONE,full test acc,0.6445426344871521
3_reactiveness,bert-base-uncased,0,1,NONE,full test f1,0.3550789952278137
3_reactiveness,bert-base-uncased,0,1,NONE,full test acc,0.6476134061813354
3_reactiveness,bert-base-uncased,2,1,NONE,full test f1,0.353614330291748
3_reactiveness,bert-base-uncased,2,1,NONE,full test acc,0.6473173499107361
3_reactiveness,bert-base-uncased,1,1,NONE,full test f1,0.3539655804634094
3_reactiveness,bert-base-uncased,1,1,NONE,full test acc,0.6476134061813354
3_reactiveness,bert-base-uncased,1,0,NONE,full test f1,0.352582722902298
3_reactiveness,bert-base-uncased,1,0,NONE,full test acc,0.649716854095459
3_reactiveness,microsoft/deberta-v3-base,1,2,RANDOMIZATION,full test f1,0.2568161487579345
3_reactiveness,microsoft/deberta-v3-base,1,2,RANDOMIZATION,full test acc,0.6266093254089355
3_reactiveness,microsoft/deberta-v3-base,0,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,microsoft/deberta-v3-base,0,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,microsoft/deberta-v3-base,4,1,RANDOMIZATION,full test f1,0.2571563422679901
3_reactiveness,microsoft/deberta-v3-base,4,1,RANDOMIZATION,full test acc,0.6277782917022705
3_reactiveness,microsoft/deberta-v3-base,1,0,RANDOMIZATION,full test f1,0.2569522261619568
3_reactiveness,microsoft/deberta-v3-base,1,0,RANDOMIZATION,full test acc,0.6271494030952454
3_reactiveness,microsoft/deberta-v3-base,2,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,microsoft/deberta-v3-base,2,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,microsoft/deberta-v3-base,2,2,RANDOMIZATION,full test f1,0.2568161487579345
3_reactiveness,microsoft/deberta-v3-base,2,2,RANDOMIZATION,full test acc,0.6266093254089355
3_reactiveness,microsoft/deberta-v3-base,1,3,RANDOMIZATION,full test f1,0.2554355263710022
3_reactiveness,microsoft/deberta-v3-base,1,3,RANDOMIZATION,full test acc,0.6211482286453247
3_reactiveness,microsoft/deberta-v3-base,3,3,RANDOMIZATION,full test f1,0.2554355263710022
3_reactiveness,microsoft/deberta-v3-base,3,3,RANDOMIZATION,full test acc,0.6211482286453247
3_reactiveness,microsoft/deberta-v3-base,2,3,RANDOMIZATION,full test f1,0.2554252445697784
3_reactiveness,microsoft/deberta-v3-base,2,3,RANDOMIZATION,full test acc,0.6211076974868774
3_reactiveness,microsoft/deberta-v3-base,3,0,RANDOMIZATION,full test f1,0.2569522261619568
3_reactiveness,microsoft/deberta-v3-base,3,0,RANDOMIZATION,full test acc,0.6271494030952454
3_reactiveness,microsoft/deberta-v3-base,0,0,RANDOMIZATION,full test f1,0.2569522261619568
3_reactiveness,microsoft/deberta-v3-base,0,0,RANDOMIZATION,full test acc,0.6271494030952454
3_reactiveness,microsoft/deberta-v3-base,3,2,RANDOMIZATION,full test f1,0.2569446563720703
3_reactiveness,microsoft/deberta-v3-base,3,2,RANDOMIZATION,full test acc,0.6266396045684814
3_reactiveness,microsoft/deberta-v3-base,4,0,RANDOMIZATION,full test f1,0.2569522261619568
3_reactiveness,microsoft/deberta-v3-base,4,0,RANDOMIZATION,full test acc,0.6271494030952454
3_reactiveness,microsoft/deberta-v3-base,4,3,RANDOMIZATION,full test f1,0.2554355263710022
3_reactiveness,microsoft/deberta-v3-base,4,3,RANDOMIZATION,full test acc,0.6211482286453247
3_reactiveness,microsoft/deberta-v3-base,3,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,microsoft/deberta-v3-base,3,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,microsoft/deberta-v3-base,1,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,microsoft/deberta-v3-base,1,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,microsoft/deberta-v3-base,0,3,RANDOMIZATION,full test f1,0.2554355263710022
3_reactiveness,microsoft/deberta-v3-base,0,3,RANDOMIZATION,full test acc,0.6211482286453247
3_reactiveness,microsoft/deberta-v3-base,4,2,RANDOMIZATION,full test f1,0.2568161487579345
3_reactiveness,microsoft/deberta-v3-base,4,2,RANDOMIZATION,full test acc,0.6266093254089355
3_reactiveness,microsoft/deberta-v3-base,0,2,RANDOMIZATION,full test f1,0.2568161487579345
3_reactiveness,microsoft/deberta-v3-base,0,2,RANDOMIZATION,full test acc,0.6266093254089355
3_reactiveness,microsoft/deberta-v3-base,2,0,RANDOMIZATION,full test f1,0.2569522261619568
3_reactiveness,microsoft/deberta-v3-base,2,0,RANDOMIZATION,full test acc,0.6271494030952454
3_reactiveness,facebook/bart-base,3,0,RANDOMIZATION,full test f1,0.2572449445724487
3_reactiveness,facebook/bart-base,3,0,RANDOMIZATION,full test acc,0.6283128261566162
3_reactiveness,facebook/bart-base,0,1,RANDOMIZATION,full test f1,0.2557595372200012
3_reactiveness,facebook/bart-base,0,1,RANDOMIZATION,full test acc,0.6224266886711121
3_reactiveness,facebook/bart-base,1,3,RANDOMIZATION,full test f1,0.2581735253334045
3_reactiveness,facebook/bart-base,1,3,RANDOMIZATION,full test acc,0.632014274597168
3_reactiveness,facebook/bart-base,1,1,RANDOMIZATION,full test f1,0.2557595372200012
3_reactiveness,facebook/bart-base,1,1,RANDOMIZATION,full test acc,0.6224266886711121
3_reactiveness,facebook/bart-base,2,0,RANDOMIZATION,full test f1,0.2572449445724487
3_reactiveness,facebook/bart-base,2,0,RANDOMIZATION,full test acc,0.6283128261566162
3_reactiveness,facebook/bart-base,0,0,RANDOMIZATION,full test f1,0.2572449445724487
3_reactiveness,facebook/bart-base,0,0,RANDOMIZATION,full test acc,0.6283128261566162
3_reactiveness,facebook/bart-base,4,3,RANDOMIZATION,full test f1,0.2581735253334045
3_reactiveness,facebook/bart-base,4,3,RANDOMIZATION,full test acc,0.632014274597168
3_reactiveness,facebook/bart-base,3,3,RANDOMIZATION,full test f1,0.2581735253334045
3_reactiveness,facebook/bart-base,3,3,RANDOMIZATION,full test acc,0.632014274597168
3_reactiveness,facebook/bart-base,3,2,RANDOMIZATION,full test f1,0.2566939890384674
3_reactiveness,facebook/bart-base,3,2,RANDOMIZATION,full test acc,0.6261246204376221
3_reactiveness,facebook/bart-base,4,2,RANDOMIZATION,full test f1,0.2566939890384674
3_reactiveness,facebook/bart-base,4,2,RANDOMIZATION,full test acc,0.6261246204376221
3_reactiveness,facebook/bart-base,0,3,RANDOMIZATION,full test f1,0.2581735253334045
3_reactiveness,facebook/bart-base,0,3,RANDOMIZATION,full test acc,0.632014274597168
3_reactiveness,facebook/bart-base,2,2,RANDOMIZATION,full test f1,0.2566939890384674
3_reactiveness,facebook/bart-base,2,2,RANDOMIZATION,full test acc,0.6261246204376221
3_reactiveness,facebook/bart-base,4,1,RANDOMIZATION,full test f1,0.2557928264141083
3_reactiveness,facebook/bart-base,4,1,RANDOMIZATION,full test acc,0.6223811507225037
3_reactiveness,facebook/bart-base,4,0,RANDOMIZATION,full test f1,0.2572449445724487
3_reactiveness,facebook/bart-base,4,0,RANDOMIZATION,full test acc,0.6283128261566162
3_reactiveness,facebook/bart-base,2,3,RANDOMIZATION,full test f1,0.2581735253334045
3_reactiveness,facebook/bart-base,2,3,RANDOMIZATION,full test acc,0.632014274597168
3_reactiveness,facebook/bart-base,3,1,RANDOMIZATION,full test f1,0.2557595372200012
3_reactiveness,facebook/bart-base,3,1,RANDOMIZATION,full test acc,0.6224266886711121
3_reactiveness,facebook/bart-base,0,2,RANDOMIZATION,full test f1,0.2567673623561859
3_reactiveness,facebook/bart-base,0,2,RANDOMIZATION,full test acc,0.626154899597168
3_reactiveness,facebook/bart-base,1,2,RANDOMIZATION,full test f1,0.2566939890384674
3_reactiveness,facebook/bart-base,1,2,RANDOMIZATION,full test acc,0.6261246204376221
3_reactiveness,facebook/bart-base,2,1,RANDOMIZATION,full test f1,0.2557595372200012
3_reactiveness,facebook/bart-base,2,1,RANDOMIZATION,full test acc,0.6224266886711121
3_reactiveness,facebook/bart-base,1,0,RANDOMIZATION,full test f1,0.2572449445724487
3_reactiveness,facebook/bart-base,1,0,RANDOMIZATION,full test acc,0.6283128261566162
3_reactiveness,gpt2,1,0,RANDOMIZATION,full test f1,0.257034033536911
3_reactiveness,gpt2,1,0,RANDOMIZATION,full test acc,0.6274744868278503
3_reactiveness,gpt2,3,2,RANDOMIZATION,full test f1,0.2553146481513977
3_reactiveness,gpt2,3,2,RANDOMIZATION,full test acc,0.6206718683242798
3_reactiveness,gpt2,2,3,RANDOMIZATION,full test f1,0.256992906332016
3_reactiveness,gpt2,2,3,RANDOMIZATION,full test acc,0.6273110508918762
3_reactiveness,gpt2,1,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,gpt2,1,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,gpt2,3,3,RANDOMIZATION,full test f1,0.256992906332016
3_reactiveness,gpt2,3,3,RANDOMIZATION,full test acc,0.6273110508918762
3_reactiveness,gpt2,4,2,RANDOMIZATION,full test f1,0.2553146481513977
3_reactiveness,gpt2,4,2,RANDOMIZATION,full test acc,0.6206718683242798
3_reactiveness,gpt2,2,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,gpt2,2,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,gpt2,4,1,RANDOMIZATION,full test f1,0.2571162283420563
3_reactiveness,gpt2,4,1,RANDOMIZATION,full test acc,0.6278010606765747
3_reactiveness,gpt2,3,0,RANDOMIZATION,full test f1,0.257034033536911
3_reactiveness,gpt2,3,0,RANDOMIZATION,full test acc,0.6274744868278503
3_reactiveness,gpt2,0,0,RANDOMIZATION,full test f1,0.257034033536911
3_reactiveness,gpt2,0,0,RANDOMIZATION,full test acc,0.6274744868278503
3_reactiveness,gpt2,0,2,RANDOMIZATION,full test f1,0.2553146481513977
3_reactiveness,gpt2,0,2,RANDOMIZATION,full test acc,0.6206718683242798
3_reactiveness,gpt2,2,2,RANDOMIZATION,full test f1,0.2553146481513977
3_reactiveness,gpt2,2,2,RANDOMIZATION,full test acc,0.6206718683242798
3_reactiveness,gpt2,1,3,RANDOMIZATION,full test f1,0.256992906332016
3_reactiveness,gpt2,1,3,RANDOMIZATION,full test acc,0.6273110508918762
3_reactiveness,gpt2,2,0,RANDOMIZATION,full test f1,0.257034033536911
3_reactiveness,gpt2,2,0,RANDOMIZATION,full test acc,0.6274744868278503
